PATIENT_NAME,ECG_T_Onsets__abs_energy,ECG_T_Peaks__abs_energy,ECG_T_Offsets__abs_energy,ECG_R_Onsets__abs_energy,ECG_P_Onsets__abs_energy,ECG_Q_Peaks__abs_energy,ECG_P_Offsets__abs_energy,ECG_P_Peaks__abs_energy,ECG_S_Peaks__abs_energy,ECG_R_Offsets__abs_energy
patient187,360085049.4224426,354536462.20086575,359827732.4143993,355435086.3186963,365073844.4259187,356791007.1480457,368716440.84169686,356600620.9825727,351982795.99638426,364569934.5872134
patient088,3327238032.1829805,3338639364.7856727,3346387159.8193445,3343072693.80842,3368433186.8600206,3345879315.840563,3378182735.47314,3374091648.050103,3353180081.506879,3358647042.730809
patient088,3284752108.572965,3296176018.777778,3304277724.7733407,3307090743.096314,3340101485.2623453,3309985778.8195486,3350364512.111111,3345709014.4275165,3317810052.602568,3322821618.957558
patient088,3156851828.002678,3102113877.319848,3163508371.5567203,3060210925.748713,3188276267.1981463,3085455639.0142603,3196979692.2659945,3141768342.658162,2918797129.0020885,2975958457.2264805
patient088,3235418177.2865214,3246804324.573343,3254913898.00619,3263979287.0913606,3300869477.6422086,3266526958.6745563,3311402936.4391565,3306439886.4472685,3274595860.068697,3282832327.518992
patient151,376607701.6402887,381672502.901631,381842175.7018492,377015639.543286,396409682.59132326,373926510.5193951,399343077.63088834,397992934.2882462,391845235.0065741,385219111.9033104
patient208,3598405367.465824,3607242111.858516,3615727062.6711736,3633354770.609602,3599735272.0424795,3636289962.432063,3612647730.436746,3607242111.858516,3650831816.2856407,3639836844.8193913
patient208,3156851828.002678,3102113877.319848,3163508371.5567203,3060210925.748713,3188276267.1981463,3085455639.0142603,3196979692.2659945,3141768342.658162,2918797129.0020885,2975958457.2264805
patient059,3358072803.633221,3367365531.821465,3373404635.321748,3345665861.9279537,3361167572.6547976,3345633988.391023,3373472396.849525,3369611075.9328585,3360887228.4421782,3357864222.2969112
patient179,367485997.4542439,370859009.29,373343548.41,371350877.4965797,379609655.3973509,371349525.2841216,381049139.4304,379666783.8016,375108790.663591,377003137.2645136
patient165,3333678724.648973,3345236328.252577,3353135093.257448,3365430473.4662786,3398395255.842952,3369324641.0491867,3410985123.1568866,3406976970.378703,3381478573.446748,3385312933.5001545
patient165,3366717665.773883,3378332350.458568,3386364434.9667234,3399021176.265625,3430190573.7229934,3402500352.8769927,3442949096.636961,3438583035.997809,3414648181.517937,3422253984.052884
patient141,3343452599.956126,3351603282.974606,3360399586.3928776,3356484044.8976803,3381849753.84026,3359498112.4394474,3394705271.639007,3389153546.998992,3367949728.37731,3373976630.3963165
patient019,3297750117.131197,3305208069.906157,3319437036.396414,3322684499.810324,3348235439.418352,3327268359.1140866,3361649288.8524685,3355742195.907347,3334149762.457888,3337278834.50275
patient019,3156851828.002678,3102113877.319848,3163508371.5567203,3060210925.748713,3188276267.1981463,3085455639.0142603,3196979692.2659945,3141768342.658162,2918797129.0020885,2975958457.2264805
patient019,3233702514.2109213,3230372417.043601,3240879678.99204,3246898804.117382,3269141538.656818,3249308078.7314343,3282015113.0038366,3275695113.3664165,3256582025.435409,3261509267.640625
patient139,376607701.6402887,381672502.901631,381842175.7018492,377015639.543286,396409682.59132326,373926510.5193951,399343077.63088834,397992934.2882462,387816012.5542437,385219111.9033104
patient121,3156851828.002678,3102113877.319848,3163508371.5567203,3060210925.748713,3188276267.1981463,3085455639.0142603,3196979692.2659945,3141768342.658162,2918797129.0020885,2975958457.2264805
patient085,3259186716.891014,3270478294.9027843,3278904967.225441,3261560532.538639,3262005350.4265504,3278216762.851141,3278562624.155841,3273126517.932209,3290129259.951706,3284984203.6605496
patient085,3311927118.0345664,3323446987.0486507,3330718837.7784176,3325961312.1494,3311930360.251983,3327220048.699147,3328388803.2474213,3323446987.0486507,3349825647.907673,3349325805.746641
patient085,3349287508.4461074,3360872114.2855234,3368852580.8216205,3352344757.897701,3352633151.1586127,3359982205.650873,3368264562.37546,3362907825.888433,3387121914.072674,3365433181.584544
patient085,3426828673.300326,3438546497.47615,3447291212.351286,3465740889.425804,3440215659.585195,3437180188.999139,3457039396.220263,3451242287.646903,3484679493.5519853,3477335040.529816
patient095,3308615170.737165,3320054715.9734488,3328221423.5720644,3330696182.7474346,3382464393.690841,3343361518.936735,3393543201.898242,3389250399.0555053,3356942205.765625,3361331464.8782973
patient095,3258568902.9575167,3269974884.060448,3278201270.789222,3290860424.875617,3330425976.2230043,3292625254.095741,3341483951.6888194,3337427328.155795,3305870133.86247,3304370851.62476
patient095,3315573242.1972933,3327090182.4787683,3334678073.122489,3343702865.1898704,3368829703.063776,3344701987.926959,3380326652.303319,3376677937.0068183,3357659975.5364423,3358879330.9890137
patient095,3339716909.8870354,3351239401.560416,3359381792.5464725,3360363447.8443394,3392151606.303601,3365212904.1815004,3403176212.3794384,3399413591.7759004,3376906201.33136,3381744249.863221
patient243,3537033829.132222,3548870060.4826665,3556988262.5369525,3565552322.079153,3562962639.9828005,3556991594.112488,3575549852.862134,3571081914.2918863,3565908486.2477555,3571663758.214078
patient195,3350932222.0832195,3364298613.0780854,3369603406.8530984,3357299294.801046,3353166151.5210195,3359982205.650873,3368388981.527748,3364298613.0780854,3384264246.158818,3372091185.626074
patient186,3334712822.9593816,3346272217.4421406,3355421476.0,3358852682.837352,3336195292.726944,3345960946.62307,3352300589.8582163,3346272217.4421406,3374578604.8234186,3370916603.409869
patient066,3308132037.2174497,3319933004.134712,3333362479.60228,3319195902.979551,3350557660.0803885,3322344792.8310294,3362492536.998365,3357104897.245375,3336401349.1072025,3342085840.5442896
patient066,3384507339.33682,3393565308.099724,3400277944.6712084,3353728867.001336,3385818843.8337955,3357337630.3185563,3398808468.158121,3393950761.133811,3371143848.3795943,3370916603.409869
patient066,3308841084.209049,3326910085.16908,3334721180.3751388,3318399177.4486146,3347144033.750056,3322387532.4686418,3360209426.6206284,3353661448.112274,3337155517.169602,3339439206.09212
patient131,3320354962.4787216,3337441870.6624584,3344288246.460459,3325961312.1494,3353714058.42485,3340874034.6044464,3366211465.371095,3361838367.7740784,3348815285.977196,3352886148.885567
patient037,3309988117.0706253,3321475580.1512737,3329441519.281161,3334511272.7789254,3370863436.163918,3337184712.5014358,3381977389.1745825,3377143836.795117,3348661584.7495413,3352272566.073265
patient037,3408337751.891363,3419813930.023391,3428428165.3983164,3430212321.623398,3465367517.123981,3432948587.527883,3476461494.8820395,3471656715.915873,3444722793.970227,3442287667.462093
patient130,376607701.6402887,381672502.901631,381842175.7018492,377015639.543286,396409682.59132326,373926510.5193951,399343077.63088834,397992934.2882462,388677939.1736112,385219111.9033104
patient177,3389878266.344228,3401410972.1614256,3410065610.306332,3403824533.952115,3432085153.950956,3409456540.938982,3445088451.7385406,3439618579.8674397,3420020325.695348,3424562162.725857
patient093,3391680659.468906,3403297450.395156,3411889459.532851,3404865295.907142,3438404782.357656,3412531375.4750595,3451326769.650039,3446898592.211289,3420226417.2379546,3424832480.799699
patient093,3330741571.748301,3341919020.4444447,3347377592.2173386,3357432558.327617,3391665506.78524,3361443368.2960644,3406583903.2323184,3398130846.839012,3369094839.362079,3374288107.6222963
patient093,3389878266.344228,3384101375.116486,3411878241.0048294,3407475818.459624,3450394814.446336,3409651396.1163464,3461116944.16757,3457457961.521598,3422060131.539827,3423241256.163458
patient093,3414742968.8878527,3428633187.9970403,3434180451.1570306,3445677058.279869,3486003685.7067904,3450802955.176453,3500397678.247417,3493181495.5918365,3458049324.481617,3462891564.587079
patient093,3320354962.4787216,3332274582.877551,3339790599.563317,3338103873.922036,3351869070.393674,3343996379.2163877,3364138372.8514795,3357661103.250817,3350909695.555002,3355753428.9472365
patient140,365833025.1298638,369491442.1034619,372290379.955281,371835491.4013224,379609655.3973509,371316999.7876989,378005534.1030511,376484489.9266585,376692342.426777,377078940.6237649
patient184,3351656991.3803124,3361348692.30428,3371813752.497904,3367054427.961243,3391899011.878935,3369685002.2290606,3402523237.0835624,3398160052.5285225,3380454599.5835667,3387768419.664541
patient282,3622109539.380271,3625697696.187778,3633738680.25,3643465286.552558,3688837401.64,3646843298.993306,3702119095.4184017,3698533148.9877777,3659867010.019056,3663930933.590365
patient172,3306670482.118164,3318181213.368164,3326609292.9611816,3318023352.3186216,3313113128.248596,3326271110.96849,3329708338.140625,3324290910.815979,3338987072.4970856,3343845379.472928
patient245,3638669517.98448,3650546685.306369,3658945894.8686514,3664062229.215565,3705058111.642099,3671653409.997029,3716794189.119121,3711319304.6203294,3683613603.340869,3692959731.965637
patient245,3558632254.619835,3570569229.018764,3578773459.8145137,3586145534.0515776,3610062086.069152,3582836506.24,3620821969.2397113,3616235406.4489794,3596804838.309428,3603343577.560546
patient029,3264797237.1830063,3275910898.462991,3284504115.33671,3290628496.0,3336584166.4041758,3295249502.8425984,3346426859.0051584,3342785055.8765807,3305864735.876133,3306097753.8639736
patient029,3315564591.850677,3322922343.8530025,3331180333.116143,3321153693.203954,3339670980.1209936,3326088730.128367,3351269623.4823666,3346304176.2185826,3336854630.330893,3339439206.09212
patient029,3279027839.671125,3290274406.7605543,3298394209.012689,3291636686.110465,3316323000.07777,3297207877.8134294,3327923148.9620867,3323549545.7340355,3311533642.974745,3308240120.213857
patient268,3615912598.180875,3623795583.068574,3634531695.81936,3627291810.597796,3650526428.742439,3617891428.0527954,3663297468.641585,3657032835.059586,3652899783.288928,3650606282.61139
patient044,3285246318.374334,3288041423.1718407,3302907682.561048,3304915938.7622366,3338831361.4674945,3308646138.679158,3348110348.439052,3344730916.0153394,3321016551.746362,3325228966.569412
patient044,2497336339.6055,2506722744.41673,2514847614.811083,2521688575.617694,2555901224.703445,2353156080.4354205,2566538650.845694,2561822564.434966,2362270124.4648523,2550350668.7565904
patient044,3156851828.002678,3102113877.319848,3163508371.5567203,3060210925.748713,3188276267.1981463,3085455639.0142603,3196979692.2659945,3141768342.658162,2918797129.0020885,2975958457.2264805
patient044,3324799880.939053,3342210359.7051945,3353265075.496348,3353685611.94474,3384328652.9663887,3359858511.407935,3393245479.867982,3390017728.562323,3370060142.56486,3375408937.825528
patient008,3303148807.911432,3314361442.205437,3324402750.241151,3330714411.6782103,3343064638.075973,3335564381.712037,3357134649.188776,3352048134.765625,3360369101.714261,3339439206.09212
patient008,3368114395.544748,3375732868.331161,3385747954.507928,3392834239.611408,3430358485.7901106,3395946250.673277,3442485340.5509944,3438804372.8890758,3409994065.75557,3405505471.34737
patient008,3293562328.3296266,3304980033.4798336,3314481178.6270657,3323409223.772238,3360553732.646566,3326973292.637812,3372926621.982928,3369054569.824105,3341421067.369113,3344988805.577584
patient079,3156851828.002678,3102113877.319848,3163508371.5567203,3060210925.748713,3188276267.1981463,3085455639.0142603,3196979692.2659945,3141768342.658162,2918797129.0020885,2975958457.2264805
patient079,3261370304.899909,3272467735.807567,3281233963.1129785,3292357092.822398,3334550830.682207,3293761911.9632745,3344241410.405631,3340794733.3372545,3306451626.450498,3303089749.0423765
patient079,3300346762.2799244,3311369538.2819686,3319437036.396414,3315975859.7487683,3352427569.718462,3323102850.4811625,3364085029.379575,3359058894.996021,3332833813.404489,3337278834.50275
patient079,3357359745.2905383,3349149186.104434,3357638288.9746795,3358998544.9125586,3390151103.8240304,3361232956.3481245,3398478144.3887687,3396943698.6986914,3372236473.6195235,3377349664.159456
patient217,3535584480.0784297,3547479299.97412,3556360923.293601,3563242599.3217783,3599084852.8774605,3562292370.2817044,3610968558.9673934,3606841291.439869,3573946835.521669,3571663758.214078
patient035,3329855684.142604,3341367905.245748,3348890068.949848,3342852673.1550074,3366830861.19954,3345950941.7393312,3377243714.3848443,3372256481.861606,3353575421.9580197,3358238469.0618315
patient035,3343452599.956126,3357499363.028889,3363225532.3849277,3358780620.03045,3382228138.224866,3362593383.43438,3393441135.5625,3388155647.237508,3369625889.586814,3372348261.245304
patient035,3323156193.262151,3329919543.240784,3342514052.027389,3343494160.465685,3364650413.458024,3346877174.1186604,3376401250.85671,3370480218.9029474,3354494076.871539,3358703025.352798
patient035,3314861523.122071,3330425439.3075767,3336274655.9051294,3330927095.248335,3355019821.5055747,3333718572.917552,3366489945.607802,3360518122.994586,3341437293.36111,3349071153.399437
patient259,3583467300.832342,3595332892.9227858,3604080120.931109,3607770329.1508894,3626380912.382952,3607009375.492605,3640249809.750297,3634656456.840146,3617899124.0793576,3613681782.8836985
patient293,3602710660.439486,3614724386.270184,3624133638.762752,3627183543.045343,3660369750.03958,3630432699.2852216,3672351912.410467,3668025873.526274,3637076868.303552,3650606282.61139
patient293,3629596893.522447,3625325384.712611,3650191757.235761,3651049453.4082174,3663330089.519238,3654307621.674374,3665320129.249962,3660206249.062095,3680366101.427013,3686661251.067287
patient014,3278632503.485569,3287297951.5852394,3296122053.782648,3300641516.278616,3323670028.3452024,3302233319.448255,3335063217.391342,3330201794.0968323,3309247067.7808647,3313394503.6382027
patient014,3306763437.3724165,3317156258.4898977,3324284270.5365634,3317550251.325451,3349214307.918091,3323550260.2063065,3360766625.326124,3356777948.996497,3334874013.0799103,3339618110.5436406
patient014,3325070732.459926,3341752017.7901235,3344638394.515097,3350624996.2433925,3376232040.418685,3350640899.688353,3384952707.832415,3381016602.377547,3364416812.979877,3369202327.1685047
patient202,3692874254.762472,3705038059.524376,3713384709.823696,3723142513.044826,3724674462.234568,3724427355.787029,3738728495.020408,3733419488.653061,3734513901.235353,3727118824.137116
patient202,3625941739.0772896,3637994897.69798,3646086561.361112,3645760271.33156,3628329307.504591,3648055077.325845,3643336537.934337,3637994897.69798,3656810951.040816,3662478121.837845
patient071,3286045103.329296,3295786583.286736,3306338780.5959835,3313246838.341917,3349481864.668403,3317284936.015368,3361067772.580278,3356113727.4006248,3324433527.712315,3328161186.187826
patient137,3370154526.680829,3381439190.6938305,3391062901.9328814,3391159057.996334,3419137345.7733326,3393631994.723741,3429632378.3293715,3425918906.392087,3403802032.620544,3405505471.34737
patient086,3330514080.375396,3343765250.838144,3345151612.9432297,3339448128.3350697,3360171006.353616,3343352708.000319,3370833574.667037,3366337771.279896,3363429000.4226546,3370463271.5759783
patient146,366183642.3915242,369601434.4741274,372248687.5164543,370370315.3501537,375170122.3023576,371316999.7876989,376792662.5913465,375224691.36724895,376867382.483512,377501572.6378884
patient248,3508234934.3194594,3519967560.9537587,3528866834.328889,3535955878.9212165,3576995899.354904,3538849746.4858246,3586916425.274713,3583264977.885601,3552610113.458176,3571663758.214078
patient096,3334010139.064284,3345369865.512485,3352276232.3689065,3360628130.1085653,3409546130.532773,3364654390.795529,3419136087.9714622,3415220501.39187,3381144180.940902,3385312933.5001545
patient096,3361717923.135302,3365782251.745365,3374532106.841745,3385528111.235362,3425115717.781636,3386344324.8428345,3435259474.094116,3430911631.1498537,3398883623.4404907,3405505471.34737
patient096,3374537028.4871216,3379855845.826141,3387055751.249337,3362117940.5987616,3391902282.614681,3374224457.2056246,3402610498.984975,3397360895.6364746,3387778997.316222,3387768419.664541
patient096,3316945287.5495987,3324733260.25,3337265441.1444616,3334229377.0365496,3361823605.139534,3337710534.4072585,3372003163.990274,3367266961.470315,3348202996.14045,3349351768.1538944
patient206,3619350218.2155614,3630976636.1144896,3639632195.118419,3648517645.875589,3681353344.9961214,3648640236.820477,3693296756.25,3689530689.985766,3657218762.591872,3662937379.6167703
patient115,360085049.4224426,364594907.67772806,366221519.9551004,362595311.6253586,371265174.0634047,365761193.289286,379112629.2396807,373492347.7848016,370064984.1760855,371939312.964016
patient011,3156851828.002678,3102113877.319848,3163508371.5567203,3060210925.748713,3188276267.1981463,3085455639.0142603,3196979692.2659945,3141768342.658162,2918797129.0020885,2975958457.2264805
patient011,3275140511.5940456,3286440208.839605,3294543231.926744,3292645030.6430445,3319475193.0485053,3295766105.1980324,3328609312.176906,3324386619.851226,3303678310.9274883,3308240120.213857
patient011,242428563.5432526,245552587.07266435,247507854.49913496,249379142.4661224,260653427.40830445,250247992.59510204,263212449.9134948,262077054.98356405,253603805.0032653,364569934.5872134
patient011,3350574880.48146,3365651694.0214844,3374154634.357613,3372166748.277774,3398181675.0576696,3376450832.814144,3409350923.361322,3404817614.5371046,3383534276.162009,3387768419.664541
patient188,3311062658.7763586,3321896564.049378,3331308454.087212,3318029742.0678167,3366938212.0724645,3336842012.0174217,3378678375.0554657,3373354382.36086,3351233744.65928,3352272566.073265
patient040,3308983898.256669,3320489465.488396,3329290836.231936,3328069602.698575,3359261640.743594,3332426463.5334096,3371581252.0581813,3367602007.175804,3341490385.6075773,3343274696.657989
patient040,3321159703.5545254,3332456877.551077,3340869551.945051,3347417116.4797907,3374672601.9293914,3346267638.511974,3386146103.369325,3382516508.021992,3360251820.7596903,3362457801.807472
patient040,3156851828.002678,3102113877.319848,3163508371.5567203,3060210925.748713,3188276267.1981463,3085455639.0142603,3196979692.2659945,3141768342.658162,2918797129.0020885,2975958457.2264805
patient040,3315535939.215762,3327945685.3809967,3335421932.760771,3325961312.1494,3363841008.871632,3337085660.902971,3375267096.820578,3371241319.286225,3349838768.210068,3350671397.73689
patient148,3156851828.002678,3102113877.319848,3163508371.5567203,3060210925.748713,3188276267.1981463,3085455639.0142603,3196979692.2659945,3141768342.658162,2918797129.0020885,2975958457.2264805
patient073,3298376709.632371,3308819154.3650866,3317033021.340372,3321728487.790715,3360745963.768166,3324514153.96,3374336802.4303365,3367548195.630323,3341324574.236736,3343006887.916736
patient073,3284625505.956411,3291870266.1605096,3301287387.786745,3304915938.7622366,3340367361.8788376,3306780861.307456,3353866996.98231,3347016264.807752,3322507937.44,3324755863.2044163
patient073,3300200541.6829863,3314023452.641976,3319495322.2590218,3328069602.698575,3360015935.8597527,3329282363.2396736,3373118615.419754,3366008388.563458,3343329263.515572,3346971310.55904
patient073,3312282287.4471006,3322587748.811598,3331148199.21,3325961312.1494,3367159510.7455616,3336001554.6427946,3379946545.71006,3373835948.534024,3349278827.6585865,3351161951.2932816
patient263,3541126467.46367,3558071145.8806634,3566260880.137933,3565456155.919746,3595990256.225999,3565869439.154475,3606487688.50489,3602328058.376431,3579017305.961624,3603343577.560546
patient051,3284038671.721693,3296364786.273244,3300983008.396694,3305025254.873256,3328538631.03422,3305767927.1781416,3339446377.1850457,3334245518.789547,3315304806.930608,3319482900.949357
patient051,3331161702.613118,3342513137.731933,3352006897.0239406,3359024808.945146,3392567942.5507293,3352314683.21357,3404128016.518334,3399386118.1026163,3375822855.691851,3377349664.159456
patient051,3347322299.0792346,3358800971.8536425,3367636020.4401813,3388577361.769603,3431804534.501571,3382338562.9867578,3442395685.8506846,3437561463.020064,3393400913.199547,3395513726.557117
patient231,3602710660.439486,3613884869.259195,3621122124.55062,3629792814.53288,3665259123.558079,3633876875.635338,3676178792.25,3672747684.203837,3640780965.054189,3650606282.61139
patient218,3623238162.381052,3634962051.124988,3643766963.846708,3646118546.0350943,3625083117.270661,3654788888.5225,3640843176.629856,3641590951.718804,3664127911.678648,3652116659.771055
patient209,3571956522.328354,3583766477.4749355,3593092130.538351,3602335840.961514,3650762782.717898,3605495877.459501,3657641786.838265,3654413565.759551,3615098486.819363,3613681782.8836985
patient234,3531147354.013451,3543042045.602236,3552047485.003145,3566235100.445816,3532490340.7599792,3569004782.0589857,3548888880.528343,3543042045.602236,3577400025.581619,3580601757.572359
patient196,376607701.6402887,381672502.901631,381842175.7018492,377015639.543286,396409682.59132326,373926510.5193951,399343077.63088834,397992934.2882462,390975691.7479224,385219111.9033104
patient063,3296056629.508158,3305573474.003777,3321974276.657336,3310099749.080872,3332070689.0106506,3311898107.799351,3342539914.5925736,3338157247.390076,3327987628.1675377,3327340611.7447524
patient211,3625117946.811792,3636007303.3273473,3642715103.6272335,3640276195.657869,3672685620.820658,3642572707.750702,3681928327.315737,3677679141.8451023,3656670034.174088,3664293581.488017
patient191,3284625505.956411,3290603714.798656,3302907682.561048,3311754363.5970774,3344999194.497024,3307473128.9745526,3353753414.56,3350013831.5244155,3330608987.755102,3325228966.569412
patient257,3606073154.595455,3616506113.6531706,3624927966.090768,3636782890.545928,3632767057.293897,3641448624.908765,3644944127.7627015,3640371390.386201,3650068889.64,3660965603.420104
patient077,3343452599.956126,3356461996.7311387,3364606052.9349523,3362169370.1360703,3382188863.0899205,3365130540.8292427,3398147836.6719675,3391759468.0730195,3372230684.3964868,3376739592.905039
patient077,3325174732.956121,3335863928.277773,3344501516.516225,3343911576.4276457,3370686984.689554,3346937337.336296,3379878116.791189,3375840812.164572,3354309546.555648,3359055641.252441
patient077,3274036165.425708,3285483730.4920425,3293279189.308408,3285554591.3459706,3300906091.441697,3288992973.333595,3311763714.7518377,3305972518.260068,3295234561.6416283,3299167633.5116405
patient077,3306613140.6014323,3318115468.9802976,3326517338.775769,3323110846.970974,3311754158.2590904,3320876297.3428183,3327415793.5726814,3321724167.2057667,3327071377.814636,3330841094.5204806
patient055,3316685665.333659,3326127887.972228,3333365369.287588,3339545737.3927646,3368833264.517475,3340439762.490519,3379870486.579428,3375282449.2077894,3350658099.288428,3355243852.39656
patient112,357124650.26014566,359491385.8730489,361645062.0978148,367280455.8164063,361702728.7502602,368239308.9414063,365046631.9084288,363668590.9771072,373872436.5478516,369962484.3042925
patient200,3382994459.878933,3394247212.305558,3403615673.1363587,3411484156.713668,3444218588.8007064,3415013594.1314883,3451428714.1677284,3448639579.469562,3446441631.1811814,3424562162.725857
patient275,3481514377.9750166,3493305548.344675,3501328618.462196,3502048499.6295586,3532885750.340278,3505146800.486186,3543182126.0950446,3539517730.177516,3517948855.7329307,3571663758.214078
patient005,3302068859.728446,3316521658.969291,3324565986.8409905,3328207084.1611004,3305776359.1380086,3331670303.0165224,3322150293.531453,3339738468.5944057,3339008486.5152326,3343400833.789434
patient005,3325325071.3895817,3335563996.668578,3344031425.5586176,3327433521.6228085,3362069029.584377,3340085398.7919936,3373665193.4756227,3369441451.705081,3351611536.560349,3354960728.753684
patient005,3329011383.1003604,3340451787.945069,3346720632.277892,3333902350.9111567,3368009086.930694,3337724103.495555,3378575792.81306,3373893748.2027287,3347826355.7188044,3353134752.2638164
patient005,3316385197.2089286,3326475060.897819,3333499599.348791,3328087923.877826,3349208776.233088,3331110580.0570345,3360482140.5984216,3355845019.7612176,3344582969.527883,3349071153.399437
patient005,3286045103.329296,3283358014.986384,3306338780.5959835,3313371531.950438,3356264517.0764103,3314330359.2072525,3364582854.51279,3360955453.396854,3325800065.0625,3329104804.1884108
patient201,3622109539.380271,3629392895.167551,3639613419.675778,3650483355.7574873,3694283144.7086506,3651702688.241056,3705889912.5004334,3696855408.852245,3669796336.939239,3663930933.590365
patient201,3511594277.679942,3527941204.832919,3532253099.5401807,3548189150.647752,3572708629.3864765,3548225241.1890354,3586480817.396611,3580012125.192918,3556910845.3077416,3562736928.444443
patient069,3327483324.1170363,3339014986.1495843,3347352261.708296,3357432558.327617,3396532838.644583,3356045090.9550843,3408180359.0896425,3404806442.6226525,3374146038.76,3375916944.985733
patient069,3289176658.606336,3300654169.7424,3309695377.1223035,3316220703.6482425,3350902916.616256,3315037815.752331,3362545053.351936,3359204877.987904,3332212275.894432,3332130025.460237
patient069,3264172910.5119934,3274961537.4002447,3284268057.5731826,3289996266.224572,3338678237.9523845,3295088972.9172378,3347000006.408001,3344163836.4883647,3307152666.6447287,3305649851.859187
patient069,3322042981.36111,3333578490.1225,3343211183.9250693,3345817905.903726,3386347658.777778,3347875237.046649,3398208895.791736,3394780121.483403,3365932012.856022,3370916603.409869
patient136,360085049.4224426,362003011.50362825,359827732.4143993,355435086.3186963,370269198.7221183,359816305.241305,368716440.84169686,372374613.05752265,366028724.9273621,367137870.1828256
patient250,3683902534.132972,3696038538.75287,3705128638.9824615,3716819705.7035794,3761797127.009008,3720203263.892552,3774429270.2188296,3769230910.253906,3734740360.3434095,3716163130.288894
patient075,3297379977.398146,3308831787.6042733,3316704602.864135,3316000068.570056,3343324299.5069394,3320766719.6110034,3354747533.0062547,3349390491.0336013,3332005938.905276,3337278834.50275
patient075,3312369814.595372,3323594562.890625,3332938827.151871,3325961312.1494,3364429043.090884,3333132158.9642496,3376279037.558877,3371044713.723237,3349655033.384836,3347217162.3990426
patient075,3355815619.208923,3370559685.474388,3374548152.311765,3372166748.277774,3401263188.3431444,3377048482.4843845,3412520085.2205577,3407434345.9132457,3390997780.660656,3393513811.7632856
patient075,3302024877.8367286,3313503431.2495646,3321958536.7465897,3324551027.6447377,3358888052.0382786,3330476226.1190705,3370707060.6949706,3365148408.0721707,3341210819.5200586,3345350771.573583
patient163,365389787.8461359,367492317.6897643,370064423.0357556,372177949.3587313,381742206.5472544,373216824.0940095,384206586.0587208,383346081.266118,379613988.3954046,379251602.6468744
patient169,3256189139.1674385,3267495302.5556417,3275838865.558642,3290860424.875617,3332144624.6091394,3290484298.166905,3344504882.3155866,3339374823.6420608,3304197199.471088,3304370851.62476
patient169,3302653272.2918944,3314157015.4111605,3322653046.7792277,3325449601.6280155,3372494640.2263274,3336546315.005702,3384741598.484976,3379048902.922734,3350786891.0548763,3352272566.073265
patient061,3323112073.678098,3334640466.182547,3342616404.62992,3343492121.963298,3368372942.212096,3343241298.8409767,3379645318.4763265,3375947646.178711,3360058529.850553,3354616793.263439
patient123,361410194.0878832,365982113.5382121,365258176.5370292,362595311.6253586,371265174.0634047,367632288.1569274,383279314.62370574,378679824.344036,370938184.05975306,375560852.9914552
patient289,3577113732.970825,3586332991.496616,3607499641.733925,3617009387.972287,3661437653.363475,3620306159.576895,3673693252.631448,3669069061.18126,3628612732.4426126,3629507482.1717753
patient183,386894778.07758063,388926943.0532544,390520429.1939513,370370315.3501537,394704820.7758054,373926510.5193951,396751238.8402366,395724307.9552925,382051979.8225001,385219111.9033104
patient270,3599889997.513427,3609345911.853002,3621654171.8166327,3628439571.271879,3670484735.809047,3636543575.013705,3682035824.86547,3678654478.839789,3644670765.1422496,3650606282.61139
patient048,3156851828.002678,3102113877.319848,3163508371.5567203,3060210925.748713,3188276267.1981463,3085455639.0142603,3196979692.2659945,3141768342.658162,2918797129.0020885,2975958457.2264805
patient048,3321779379.8309574,3332096633.362881,3340933545.391664,3337705052.5410004,3363944244.496701,3342566127.4850216,3377633100.40322,3372024806.4006667,3350735213.40681,3354440599.533277
patient048,3156851828.002678,3102113877.319848,3163508371.5567203,3060210925.748713,3188276267.1981463,3085455639.0142603,3196979692.2659945,3141768342.658162,2918797129.0020885,2975958457.2264805
patient048,3300096942.6098447,3312588602.68412,3319851941.0677795,3312805773.430569,3338489047.251103,3318474773.9772224,3350962969.1554127,3345026030.44,3331186924.96384,3339439206.09212
patient118,367485997.4542439,369980328.83438015,372940703.52528936,373961006.5765306,386153226.0657851,375113890.3061224,388155191.8284297,387366094.2548761,379033617.1887758,380504935.5727044
patient160,376607701.6402887,381672502.901631,381842175.7018492,377015639.543286,396409682.59132326,373926510.5193951,399343077.63088834,397992934.2882462,384819823.08062506,385219111.9033104
patient053,3324799880.939053,3341658257.889189,3344015451.533081,3353685611.94474,3383169491.1692104,3356349103.535526,3395188579.697252,3390734412.4677014,3365572545.0239754,3372348261.245304
patient104,3299868125.357294,3311367021.08379,3319137619.899263,3323643663.816145,3333539455.975528,3326110942.3442287,3347883452.087443,3343215656.3675942,3333228326.302253,3332003892.148512
patient084,3342748082.296112,3354116008.476887,3360014557.0746083,3361930117.7188807,3389635291.393844,3365156561.3429484,3402217635.346763,3397013908.6042457,3378831699.699885,3387768419.664541
patient084,3156851828.002678,3102113877.319848,3163508371.5567203,3060210925.748713,3188276267.1981463,3085455639.0142603,3196979692.2659945,3141768342.658162,2918797129.0020885,2975958457.2264805
patient084,3156851828.002678,3102113877.319848,3163508371.5567203,3060210925.748713,3188276267.1981463,3085455639.0142603,3196979692.2659945,3141768342.658162,2918797129.0020885,2975958457.2264805
